Index,State/Union Territory,District,Crop,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
7630,Karnataka,Vijayapura,Rice,2012,Kharif     ,97,247,2.546391753
7631,Karnataka,Vijayapura,Rice,2013,Kharif     ,52,154,2.961538462
7632,Karnataka,Vijayapura,Rice,2014,Kharif     ,50,153,3.06
7633,Karnataka,Vijayapura,Rice,2015,Kharif     ,51,138,2.705882353
7634,Karnataka,Vijayapura,Rice,2016,Kharif     ,14,39,2.785714286
7635,Karnataka,Vijayapura,Rice,2017,Kharif     ,30,86,2.866666667
7636,Karnataka,Vijayapura,Rice,2018,Kharif     ,91,259,2.846153846
7637,Karnataka,Vijayapura,Rice,2019,Kharif     ,108,346,3.203703704
7638,Karnataka,Vijayapura,Rice,2019,Summer     ,50,152,3.04
7639,Karnataka,Vijayapura,Rice,2019,Total,158,498,3.151898734
7640,Karnataka,Yadagiri,Rice,2010,Kharif     ,52699,106769,2.026015674
7641,Karnataka,Yadagiri,Rice,2010,Rabi       ,3520,8166,2.319886364
7642,Karnataka,Yadagiri,Rice,2010,Summer     ,39552,81236,2.053903722
7643,Karnataka,Yadagiri,Rice,2010,Total,95771,196171,2.048334047
7644,Karnataka,Yadagiri,Rice,2011,Kharif     ,51863,102798,1.982106704
7645,Karnataka,Yadagiri,Rice,2011,Rabi       ,9510,18015,1.894321767
7646,Karnataka,Yadagiri,Rice,2011,Summer     ,7726,11222,1.452498059
7647,Karnataka,Yadagiri,Rice,2011,Total,69099,132035,1.910809129
7648,Karnataka,Yadagiri,Rice,2012,Kharif     ,48612,64608,1.329054554
7649,Karnataka,Yadagiri,Rice,2012,Rabi       ,7006,9731,1.388952327
7650,Karnataka,Yadagiri,Rice,2012,Summer     ,6912,9285,1.343315972
7651,Karnataka,Yadagiri,Rice,2012,Total,62530,83624,1.337342076
7652,Karnataka,Yadagiri,Rice,2013,Kharif     ,50943,101680,1.995956265
7653,Karnataka,Yadagiri,Rice,2013,Rabi       ,7555,13859,1.834414295
7654,Karnataka,Yadagiri,Rice,2013,Summer     ,10905,18875,1.730857405
7655,Karnataka,Yadagiri,Rice,2013,Total,69403,134414,1.936717433
7656,Karnataka,Yadagiri,Rice,2014,Kharif     ,51456,146014,2.837647699
7657,Karnataka,Yadagiri,Rice,2014,Rabi       ,15448,36542,2.365484205
7658,Karnataka,Yadagiri,Rice,2014,Summer     ,15205,35029,2.303781651
7659,Karnataka,Yadagiri,Rice,2014,Total,82109,217585,2.649953111
7660,Karnataka,Yadagiri,Rice,2015,Kharif     ,42891,89398,2.084306731
7661,Karnataka,Yadagiri,Rice,2015,Rabi       ,1483,2064,1.391773432
7662,Karnataka,Yadagiri,Rice,2015,Summer     ,4984,7779,1.560794543
7663,Karnataka,Yadagiri,Rice,2015,Total,49358,99241,2.010636574
7664,Karnataka,Yadagiri,Rice,2016,Kharif     ,61780,209292,3.387698284
7665,Karnataka,Yadagiri,Rice,2016,Rabi       ,302,841,2.784768212
7666,Karnataka,Yadagiri,Rice,2016,Summer     ,27927,87180,3.121710173
7667,Karnataka,Yadagiri,Rice,2016,Total,90009,297313,3.303147463
7668,Karnataka,Yadagiri,Rice,2017,Kharif     ,57955,220339,3.801898024
7669,Karnataka,Yadagiri,Rice,2017,Summer     ,47488,119416,2.514656334
7670,Karnataka,Yadagiri,Rice,2017,Total,105443,339755,3.222167427
7671,Karnataka,Yadagiri,Rice,2018,Kharif     ,95558,268891,2.813903598
7672,Karnataka,Yadagiri,Rice,2018,Rabi       ,364,974,2.675824176
7673,Karnataka,Yadagiri,Rice,2018,Summer     ,1662,3920,2.358604092
7674,Karnataka,Yadagiri,Rice,2018,Total,97584,273785,2.80563412
7675,Karnataka,Yadagiri,Rice,2019,Kharif     ,87474,321847,3.67934472
7676,Karnataka,Yadagiri,Rice,2019,Summer     ,32944,98929,3.002944391
7677,Karnataka,Bagalkote,Wheat,2010,Rabi       ,24693,40235,1.629409144
7678,Karnataka,Bagalkote,Wheat,2011,Rabi       ,25676,41483,1.615633276
7679,Karnataka,Bagalkote,Wheat,2012,Rabi       ,20920,18662,0.89206501
7680,Karnataka,Bagalkote,Wheat,2013,Rabi       ,17901,20713,1.157086196
7681,Karnataka,Bagalkote,Wheat,2014,Rabi       ,23237,36071,1.552308818
7682,Karnataka,Bagalkote,Wheat,2015,Rabi       ,20118,27808,1.382244756
7683,Karnataka,Bagalkote,Wheat,2016,Rabi       ,22101,28303,1.280620786
7684,Karnataka,Bagalkote,Wheat,2017,Rabi       ,22675,33798,1.490540243
7685,Karnataka,Bagalkote,Wheat,2018,Rabi       ,24665,39647,1.60741942
7686,Karnataka,Bagalkote,Wheat,2019,Rabi       ,21038,33757,1.604572678
7687,Karnataka,Ballari,Wheat,2010,Rabi       ,1018,1658,1.628683694
7688,Karnataka,Ballari,Wheat,2011,Rabi       ,653,938,1.436447167
7689,Karnataka,Ballari,Wheat,2012,Rabi       ,576,401,0.696180556
7690,Karnataka,Ballari,Wheat,2013,Rabi       ,328,346,1.054878049
7691,Karnataka,Ballari,Wheat,2014,Rabi       ,263,344,1.307984791
7692,Karnataka,Ballari,Wheat,2015,Rabi       ,114,214,1.877192983
7693,Karnataka,Ballari,Wheat,2016,Rabi       ,77,10,0.12987013
7694,Karnataka,Ballari,Wheat,2017,Rabi       ,582,767,1.317869416
7695,Karnataka,Ballari,Wheat,2018,Rabi       ,23,19,0.826086957
7696,Karnataka,Ballari,Wheat,2019,Rabi       ,154,184,1.194805195
7697,Karnataka,Bangalore Rural,Wheat,2010,Rabi       ,9,14,1.555555556
7698,Karnataka,Bangalore Rural,Wheat,2011,Rabi       ,6,7,1.166666667
7699,Karnataka,Bangalore Rural,Wheat,2018,Rabi       ,1,1,1
7700,Karnataka,Belagavi,Wheat,2010,Rabi       ,54239,76503,1.410479544
7701,Karnataka,Belagavi,Wheat,2011,Rabi       ,44014,44456,1.010042259
7702,Karnataka,Belagavi,Wheat,2012,Rabi       ,47291,42590,0.900594193
7703,Karnataka,Belagavi,Wheat,2013,Rabi       ,39362,37431,0.950942533
7704,Karnataka,Belagavi,Wheat,2014,Rabi       ,46809,74085,1.582708454
7705,Karnataka,Belagavi,Wheat,2015,Rabi       ,32907,29761,0.904397241
7706,Karnataka,Belagavi,Wheat,2016,Rabi       ,50768,69595,1.370843839
7707,Karnataka,Belagavi,Wheat,2017,Rabi       ,46347,70183,1.514294345
7708,Karnataka,Belagavi,Wheat,2018,Rabi       ,38759,63111,1.628292784
7709,Karnataka,Belagavi,Wheat,2019,Rabi       ,49886,69239,1.387944514
7710,Karnataka,Bengaluru Urban,Wheat,2018,Rabi       ,3,3,1
7711,Karnataka,Bidar,Wheat,2010,Rabi       ,7876,10271,1.30408837
7712,Karnataka,Bidar,Wheat,2011,Rabi       ,6908,7810,1.130573248
7713,Karnataka,Bidar,Wheat,2012,Rabi       ,6878,9422,1.369874964
7714,Karnataka,Bidar,Wheat,2013,Rabi       ,6656,8498,1.276742789
7715,Karnataka,Bidar,Wheat,2014,Rabi       ,4340,5385,1.24078341
7716,Karnataka,Bidar,Wheat,2015,Rabi       ,3842,4281,1.114263405
7717,Karnataka,Bidar,Wheat,2016,Rabi       ,4708,6311,1.340484282
7718,Karnataka,Bidar,Wheat,2017,Rabi       ,4657,6234,1.338630019
7719,Karnataka,Bidar,Wheat,2018,Rabi       ,2927,2764,0.944311582
7720,Karnataka,Bidar,Wheat,2019,Rabi       ,5552,5712,1.028818444
7721,Karnataka,Chamarajanagara,Wheat,2018,Rabi       ,1,1,1
7722,Karnataka,Chamarajanagara,Wheat,2019,Rabi       ,16,18,1.125
7723,Karnataka,Chikkaballapura,Wheat,2018,Rabi       ,4,4,1
7724,Karnataka,Chikkaballapura,Wheat,2019,Rabi       ,3,3,1
7725,Karnataka,Chikkamagaluru,Wheat,2010,Rabi       ,2,1,0.5
7726,Karnataka,Chikkamagaluru,Wheat,2018,Rabi       ,3,3,1
7727,Karnataka,Chikkamagaluru,Wheat,2019,Rabi       ,4,5,1.25
7728,Karnataka,Chitradurga,Wheat,2010,Rabi       ,1566,2438,1.556832695
7729,Karnataka,Chitradurga,Wheat,2011,Rabi       ,528,777,1.471590909
7730,Karnataka,Chitradurga,Wheat,2012,Rabi       ,185,163,0.881081081
7731,Karnataka,Chitradurga,Wheat,2013,Rabi       ,128,199,1.5546875
7732,Karnataka,Chitradurga,Wheat,2014,Rabi       ,266,387,1.454887218
7733,Karnataka,Chitradurga,Wheat,2015,Rabi       ,372,495,1.330645161
7734,Karnataka,Chitradurga,Wheat,2016,Rabi       ,161,193,1.198757764
7735,Karnataka,Chitradurga,Wheat,2017,Rabi       ,271,352,1.298892989
7736,Karnataka,Chitradurga,Wheat,2018,Rabi       ,231,176,0.761904762
7737,Karnataka,Chitradurga,Wheat,2019,Rabi       ,377,423,1.122015915
7738,Karnataka,Dakshina Kannada,Wheat,2018,Rabi       ,3,3,1
7739,Karnataka,Dakshina Kannada,Wheat,2019,Rabi       ,2,2,1
7740,Karnataka,Davangere,Wheat,2010,Rabi       ,733,794,1.083219645
7741,Karnataka,Davangere,Wheat,2011,Rabi       ,1006,813,0.808151093
7742,Karnataka,Davangere,Wheat,2012,Rabi       ,334,518,1.550898204
7743,Karnataka,Davangere,Wheat,2013,Rabi       ,185,186,1.005405405
7744,Karnataka,Davangere,Wheat,2014,Rabi       ,374,721,1.927807487
7745,Karnataka,Davangere,Wheat,2015,Rabi       ,149,131,0.879194631
7746,Karnataka,Davangere,Wheat,2016,Rabi       ,82,84,1.024390244
7747,Karnataka,Davangere,Wheat,2017,Rabi       ,196,222,1.132653061
7748,Karnataka,Davangere,Wheat,2018,Rabi       ,209,216,1.033492823
7749,Karnataka,Davangere,Wheat,2019,Rabi       ,190,216,1.136842105
7750,Karnataka,Dharwad,Wheat,2010,Rabi       ,39144,41158,1.051451053
7751,Karnataka,Dharwad,Wheat,2011,Rabi       ,42988,31164,0.724946497
7752,Karnataka,Dharwad,Wheat,2012,Rabi       ,42901,20989,0.489242675
7753,Karnataka,Dharwad,Wheat,2013,Rabi       ,32155,28470,0.885398849
7754,Karnataka,Dharwad,Wheat,2014,Rabi       ,28985,35714,1.232154563
7755,Karnataka,Dharwad,Wheat,2015,Rabi       ,32835,15721,0.478787879
7756,Karnataka,Dharwad,Wheat,2016,Rabi       ,26654,10762,0.403766789
7757,Karnataka,Dharwad,Wheat,2017,Rabi       ,35874,25526,0.711545966
7758,Karnataka,Dharwad,Wheat,2018,Rabi       ,29262,13872,0.474061923
7759,Karnataka,Dharwad,Wheat,2019,Rabi       ,22115,20694,0.935744969
7760,Karnataka,Gadag,Wheat,2010,Rabi       ,29193,21580,0.739218306
7761,Karnataka,Gadag,Wheat,2011,Rabi       ,32351,10646,0.329077926
7762,Karnataka,Gadag,Wheat,2012,Rabi       ,31619,20516,0.648850375
7763,Karnataka,Gadag,Wheat,2013,Rabi       ,31896,27362,0.857850514
7764,Karnataka,Gadag,Wheat,2014,Rabi       ,16757,18068,1.078235961
7765,Karnataka,Gadag,Wheat,2015,Rabi       ,16041,10743,0.669721339
7766,Karnataka,Gadag,Wheat,2016,Rabi       ,17251,4802,0.278360675
7767,Karnataka,Gadag,Wheat,2017,Rabi       ,18042,9701,0.537689835
7768,Karnataka,Gadag,Wheat,2018,Rabi       ,14327,5635,0.393313324
7769,Karnataka,Gadag,Wheat,2019,Rabi       ,20329,11549,0.568104678
7770,Karnataka,Hassan,Wheat,2018,Rabi       ,9,9,1
7771,Karnataka,Hassan,Wheat,2019,Rabi       ,12,14,1.166666667
7772,Karnataka,Haveri,Wheat,2010,Rabi       ,1086,1014,0.933701657
7773,Karnataka,Haveri,Wheat,2011,Rabi       ,471,558,1.184713376
7774,Karnataka,Haveri,Wheat,2012,Rabi       ,1255,458,0.364940239
7775,Karnataka,Haveri,Wheat,2013,Rabi       ,887,641,0.722660654
7776,Karnataka,Haveri,Wheat,2014,Rabi       ,634,470,0.741324921
7777,Karnataka,Haveri,Wheat,2015,Rabi       ,983,415,0.422177009
7778,Karnataka,Haveri,Wheat,2016,Rabi       ,111,113,1.018018018
7779,Karnataka,Haveri,Wheat,2017,Rabi       ,655,190,0.290076336
7780,Karnataka,Haveri,Wheat,2018,Rabi       ,703,202,0.287339972
7781,Karnataka,Haveri,Wheat,2019,Rabi       ,560,206,0.367857143
7782,Karnataka,Kalaburagi,Wheat,2010,Rabi       ,17702,26539,1.499209129
7783,Karnataka,Kalaburagi,Wheat,2011,Rabi       ,16516,24893,1.507205134
7784,Karnataka,Kalaburagi,Wheat,2012,Rabi       ,11271,14787,1.311951025
7785,Karnataka,Kalaburagi,Wheat,2013,Rabi       ,13467,23502,1.745154823
7786,Karnataka,Kalaburagi,Wheat,2014,Rabi       ,14149,23751,1.678634533
7787,Karnataka,Kalaburagi,Wheat,2015,Rabi       ,9061,9245,1.020306809
7788,Karnataka,Kalaburagi,Wheat,2016,Rabi       ,9228,18541,2.009211097
7789,Karnataka,Kalaburagi,Wheat,2017,Rabi       ,10979,22946,2.089989981
7790,Karnataka,Kalaburagi,Wheat,2018,Rabi       ,6349,9560,1.505748937
7791,Karnataka,Kalaburagi,Wheat,2019,Rabi       ,7674,15652,2.039614282
7792,Karnataka,Kodagu,Wheat,2018,Rabi       ,2,2,1
7793,Karnataka,Kolar,Wheat,2019,Rabi       ,1,1,1
7794,Karnataka,Koppal,Wheat,2010,Rabi       ,9156,5958,0.650720839
7795,Karnataka,Koppal,Wheat,2011,Rabi       ,4424,1621,0.366410488
7796,Karnataka,Koppal,Wheat,2012,Rabi       ,6540,3945,0.603211009
7797,Karnataka,Koppal,Wheat,2013,Rabi       ,6985,5932,0.849248389
7798,Karnataka,Koppal,Wheat,2014,Rabi       ,6356,8164,1.284455633
7799,Karnataka,Koppal,Wheat,2015,Rabi       ,2757,1016,0.368516503
7800,Karnataka,Koppal,Wheat,2016,Rabi       ,2522,659,0.261300555
7801,Karnataka,Koppal,Wheat,2017,Rabi       ,6536,3508,0.536719706
7802,Karnataka,Koppal,Wheat,2018,Rabi       ,4351,2943,0.676396231
7803,Karnataka,Koppal,Wheat,2019,Rabi       ,1649,802,0.486355367
7804,Karnataka,Mandya,Wheat,2018,Rabi       ,1,1,1
7805,Karnataka,Mandya,Wheat,2019,Rabi       ,1,1,1
7806,Karnataka,Mysuru,Wheat,2018,Rabi       ,3,3,1
7807,Karnataka,Mysuru,Wheat,2019,Rabi       ,7,8,1.142857143
7808,Karnataka,Raichur,Wheat,2010,Rabi       ,2558,2112,0.825645035
7809,Karnataka,Raichur,Wheat,2011,Rabi       ,2307,1294,0.560901604
7810,Karnataka,Raichur,Wheat,2012,Rabi       ,2332,1172,0.502572899
7811,Karnataka,Raichur,Wheat,2013,Rabi       ,1054,1047,0.993358634
7812,Karnataka,Raichur,Wheat,2014,Rabi       ,656,589,0.897865854
7813,Karnataka,Raichur,Wheat,2015,Rabi       ,416,165,0.396634615
7814,Karnataka,Raichur,Wheat,2016,Rabi       ,369,348,0.943089431
7815,Karnataka,Raichur,Wheat,2017,Rabi       ,391,315,0.805626598
7816,Karnataka,Raichur,Wheat,2018,Rabi       ,25,24,0.96
7817,Karnataka,Raichur,Wheat,2019,Rabi       ,132,126,0.954545455
7818,Karnataka,Ramanagara,Wheat,2018,Rabi       ,1,1,1
7819,Karnataka,Ramanagara,Wheat,2019,Rabi       ,4,5,1.25
7820,Karnataka,Shivamogga,Wheat,2010,Rabi       ,2,3,1.5
7821,Karnataka,Tumakuru,Wheat,2017,Rabi       ,16,18,1.125
7822,Karnataka,Tumakuru,Wheat,2018,Rabi       ,6,6,1
7823,Karnataka,Tumakuru,Wheat,2019,Rabi       ,6,7,1.166666667
7824,Karnataka,Udupi,Wheat,2018,Rabi       ,1,1,1
7825,Karnataka,Vijayapura,Wheat,2010,Rabi       ,63974,68354,1.068465314
7826,Karnataka,Vijayapura,Wheat,2011,Rabi       ,45949,33346,0.725717643
7827,Karnataka,Vijayapura,Wheat,2012,Rabi       ,52074,44375,0.852152706
7828,Karnataka,Vijayapura,Wheat,2013,Rabi       ,57511,55182,0.959503399
7829,Karnataka,Vijayapura,Wheat,2014,Rabi       ,53709,55207,1.027891043
7830,Karnataka,Vijayapura,Wheat,2015,Rabi       ,53842,28746,0.533895472
7831,Karnataka,Vijayapura,Wheat,2016,Rabi       ,34031,31521,0.926243719
7832,Karnataka,Vijayapura,Wheat,2017,Rabi       ,46022,45251,0.983247143
7833,Karnataka,Vijayapura,Wheat,2018,Rabi       ,35336,24539,0.694447589
7834,Karnataka,Vijayapura,Wheat,2019,Rabi       ,28460,21305,0.748594519
7835,Karnataka,Yadagiri,Wheat,2010,Rabi       ,1804,1605,0.889689579
7836,Karnataka,Yadagiri,Wheat,2011,Rabi       ,1675,1126,0.672238806
7837,Karnataka,Yadagiri,Wheat,2012,Rabi       ,1098,873,0.795081967
7838,Karnataka,Yadagiri,Wheat,2013,Rabi       ,564,532,0.943262411
7839,Karnataka,Yadagiri,Wheat,2014,Rabi       ,1080,1137,1.052777778
7840,Karnataka,Yadagiri,Wheat,2015,Rabi       ,419,247,0.589498807
7841,Karnataka,Yadagiri,Wheat,2016,Rabi       ,179,187,1.044692737
7842,Karnataka,Yadagiri,Wheat,2017,Rabi       ,95,76,0.8
7843,Karnataka,Yadagiri,Wheat,2018,Rabi       ,320,367,1.146875
7844,Karnataka,Yadagiri,Wheat,2019,Rabi       ,147,185,1.258503401
7845,Kerala,Alappuzha,Rice,2010,Autumn     ,10445.22,23855.732,2.283889856
7846,Kerala,Alappuzha,Rice,2010,Summer     ,22744.6,58234.485,2.560365318
7847,Kerala,Alappuzha,Rice,2010,Winter     ,3869.68,9234.539,2.386383112
7848,Kerala,Alappuzha,Rice,2010,Total,37059.5,91324.756,2.46427383
7849,Kerala,Alappuzha,Rice,2011,Autumn     ,9966.03,30522.436,3.062647413
7850,Kerala,Alappuzha,Rice,2011,Summer     ,17169.79,53156.987,3.09596023
7851,Kerala,Alappuzha,Rice,2011,Winter     ,9115.09,28301.032,3.104854916
7852,Kerala,Alappuzha,Rice,2011,Total,36250.91,111980.455,3.089038455
7853,Kerala,Alappuzha,Rice,2012,Autumn     ,10758,32362,3.008179959
7854,Kerala,Alappuzha,Rice,2012,Summer     ,20325,57043,2.806543665
7855,Kerala,Alappuzha,Rice,2012,Winter     ,5112,15188,2.971048513
7856,Kerala,Alappuzha,Rice,2012,Total,36195,104593,2.889708523
7857,Kerala,Alappuzha,Rice,2013,Autumn     ,6339,20589,3.247988642
7858,Kerala,Alappuzha,Rice,2013,Summer     ,19626,50082,2.551819016
7859,Kerala,Alappuzha,Rice,2013,Winter     ,11438,36195,3.164451827
7860,Kerala,Alappuzha,Rice,2013,Total,37403,106866,2.857150496
7861,Kerala,Alappuzha,Rice,2014,Autumn     ,11073,28432,2.567687167
7862,Kerala,Alappuzha,Rice,2014,Summer     ,18685,60549,3.240513781
7863,Kerala,Alappuzha,Rice,2014,Winter     ,4657,14114,3.030706463
7864,Kerala,Alappuzha,Rice,2014,Total,34415,103095,2.995641435
7865,Kerala,Alappuzha,Rice,2015,Autumn     ,10217,30662,3.001076637
7866,Kerala,Alappuzha,Rice,2015,Summer     ,19810,54501,2.75118627
7867,Kerala,Alappuzha,Rice,2015,Winter     ,1697,4172,2.458456099
7868,Kerala,Alappuzha,Rice,2015,Total,31724,89335,2.816006809
7869,Kerala,Alappuzha,Rice,2016,Autumn     ,8874,32592,3.672751859
7870,Kerala,Alappuzha,Rice,2016,Summer     ,20104,59822,2.975626741
7871,Kerala,Alappuzha,Rice,2016,Winter     ,3475,10025,2.884892086
7872,Kerala,Alappuzha,Rice,2016,Total,32453,102439,3.156534065
7873,Kerala,Alappuzha,Rice,2017,Autumn     ,9197,25903,2.81646189
7874,Kerala,Alappuzha,Rice,2017,Summer     ,21689,63770,2.940200101
7875,Kerala,Alappuzha,Rice,2017,Winter     ,5439,16003,2.942268799
7876,Kerala,Alappuzha,Rice,2017,Total,36325,105676,2.909181005
7877,Kerala,Alappuzha,Rice,2018,Autumn     ,11155.79,1374,0.123164742
7878,Kerala,Alappuzha,Rice,2018,Summer     ,18861.06,87003,4.612837242
7879,Kerala,Alappuzha,Rice,2018,Winter     ,8606.23,40183,4.669059507
7880,Kerala,Alappuzha,Rice,2018,Total,38623.08,128560,3.328579699
7881,Kerala,Alappuzha,Rice,2019,Autumn     ,9604,19347,2.014473136
7882,Kerala,Alappuzha,Rice,2019,Summer     ,27163,95684,3.522585871
7883,Kerala,Alappuzha,Rice,2019,Winter     ,3571,10745,3.008961075
7884,Kerala,Alappuzha,Rice,2019,Total,40338,125776,3.118052457
7885,Kerala,Ernakulam,Rice,2010,Autumn     ,3353.88,6379.799,1.90221445
7886,Kerala,Ernakulam,Rice,2010,Summer     ,1152.89,2242.169,1.944824745
7887,Kerala,Ernakulam,Rice,2010,Winter     ,4508.73,9200.58,2.040614541
7888,Kerala,Ernakulam,Rice,2010,Total,9015.5,17822.548,1.976878487
7889,Kerala,Ernakulam,Rice,2011,Autumn     ,3134.85,6488.165,2.06968914
7890,Kerala,Ernakulam,Rice,2011,Summer     ,718.83,1567.975,2.181287648
7891,Kerala,Ernakulam,Rice,2011,Winter     ,3877.16,8516.261,2.196520391
7892,Kerala,Ernakulam,Rice,2011,Total,7730.84,16572.401,2.143674038
7893,Kerala,Ernakulam,Rice,2012,Autumn     ,1370,2693,1.965693431
7894,Kerala,Ernakulam,Rice,2012,Summer     ,343,770,2.244897959
7895,Kerala,Ernakulam,Rice,2012,Winter     ,2227,5070,2.276605299
7896,Kerala,Ernakulam,Rice,2012,Total,3940,8533,2.165736041
7897,Kerala,Ernakulam,Rice,2013,Autumn     ,911,1908,2.094401756
7898,Kerala,Ernakulam,Rice,2013,Summer     ,433,940,2.170900693
7899,Kerala,Ernakulam,Rice,2013,Winter     ,2708,6208,2.292466765
7900,Kerala,Ernakulam,Rice,2013,Total,4052,9056,2.234945706
7901,Kerala,Ernakulam,Rice,2014,Autumn     ,1330,2593,1.94962406
7902,Kerala,Ernakulam,Rice,2014,Summer     ,390,857,2.197435897
7903,Kerala,Ernakulam,Rice,2014,Winter     ,2924,6524,2.231190151
7904,Kerala,Ernakulam,Rice,2014,Total,4644,9974,2.147717485
7905,Kerala,Ernakulam,Rice,2015,Autumn     ,1246,2327,1.867576244
7906,Kerala,Ernakulam,Rice,2015,Summer     ,656,1346,2.051829268
7907,Kerala,Ernakulam,Rice,2015,Winter     ,4048,8979,2.218132411
7908,Kerala,Ernakulam,Rice,2015,Total,5950,12652,2.126386555
7909,Kerala,Ernakulam,Rice,2016,Autumn     ,1837,3510,1.910724007
7910,Kerala,Ernakulam,Rice,2016,Summer     ,675,1980,2.933333333
7911,Kerala,Ernakulam,Rice,2016,Winter     ,2218,5205,2.346708747
7912,Kerala,Ernakulam,Rice,2016,Total,4730,10695,2.261099366
7913,Kerala,Ernakulam,Rice,2017,Autumn     ,1306,2610,1.998468606
7914,Kerala,Ernakulam,Rice,2017,Summer     ,1136,2720,2.394366197
7915,Kerala,Ernakulam,Rice,2017,Winter     ,2972,7558,2.543068641
7916,Kerala,Ernakulam,Rice,2017,Total,5414,12888,2.380495013
7917,Kerala,Ernakulam,Rice,2018,Autumn     ,1312.42,1713,1.305222414
7918,Kerala,Ernakulam,Rice,2018,Summer     ,743.1,2096,2.820616337
7919,Kerala,Ernakulam,Rice,2018,Winter     ,2946.08,7382,2.505702493
7920,Kerala,Ernakulam,Rice,2018,Total,5001.6,11191,2.237484005
7921,Kerala,Ernakulam,Rice,2019,Autumn     ,986,1570,1.592292089
7922,Kerala,Ernakulam,Rice,2019,Summer     ,894,2432,2.720357942
7923,Kerala,Ernakulam,Rice,2019,Winter     ,2766,6862,2.480838756
7924,Kerala,Ernakulam,Rice,2019,Total,4646,10864,2.338355575
7925,Kerala,Idukki,Rice,2010,Autumn     ,418.33,1083.473,2.589995936
7926,Kerala,Idukki,Rice,2010,Summer     ,220.64,582.191,2.638646664
7927,Kerala,Idukki,Rice,2010,Winter     ,1180.4,3078.761,2.608235344
7928,Kerala,Idukki,Rice,2010,Total,1819.37,4744.425,2.607729599
7929,Kerala,Idukki,Rice,2011,Autumn     ,259.85,626.124,2.409559361
7930,Kerala,Idukki,Rice,2011,Summer     ,66.07,157.181,2.379007114
7931,Kerala,Idukki,Rice,2011,Winter     ,937.82,2352.146,2.508099635
7932,Kerala,Idukki,Rice,2011,Total,1263.74,3135.451,2.481088673
7933,Kerala,Idukki,Rice,2012,Autumn     ,208,512,2.461538462
7934,Kerala,Idukki,Rice,2012,Summer     ,91,166,1.824175824
7935,Kerala,Idukki,Rice,2012,Winter     ,877,2505,2.856328392
7936,Kerala,Idukki,Rice,2012,Total,1176,3183,2.706632653
7937,Kerala,Idukki,Rice,2013,Autumn     ,62,157,2.532258065
7938,Kerala,Idukki,Rice,2013,Summer     ,39,105,2.692307692
7939,Kerala,Idukki,Rice,2013,Winter     ,560,1534,2.739285714
7940,Kerala,Idukki,Rice,2013,Total,661,1796,2.71709531
7941,Kerala,Idukki,Rice,2014,Autumn     ,89,206,2.314606742
7942,Kerala,Idukki,Rice,2014,Summer     ,33,89,2.696969697
7943,Kerala,Idukki,Rice,2014,Winter     ,575,1508,2.622608696
7944,Kerala,Idukki,Rice,2014,Total,697,1803,2.586800574
7945,Kerala,Idukki,Rice,2015,Autumn     ,81,177,2.185185185
7946,Kerala,Idukki,Rice,2015,Summer     ,47,114,2.425531915
7947,Kerala,Idukki,Rice,2015,Winter     ,759,1907,2.512516469
7948,Kerala,Idukki,Rice,2015,Total,887,2198,2.478015784
7949,Kerala,Idukki,Rice,2016,Autumn     ,129,287,2.224806202
7950,Kerala,Idukki,Rice,2016,Summer     ,7,15,2.142857143
7951,Kerala,Idukki,Rice,2016,Winter     ,559,1329,2.37745975
7952,Kerala,Idukki,Rice,2016,Total,695,1631,2.34676259
7953,Kerala,Idukki,Rice,2017,Autumn     ,125,298,2.384
7954,Kerala,Idukki,Rice,2017,Summer     ,64,187,2.921875
7955,Kerala,Idukki,Rice,2017,Winter     ,636,1808,2.842767296
7956,Kerala,Idukki,Rice,2017,Total,825,2293,2.779393939
7957,Kerala,Idukki,Rice,2018,Autumn     ,90.48,144,1.591511936
7958,Kerala,Idukki,Rice,2018,Summer     ,28.08,69,2.457264957
7959,Kerala,Idukki,Rice,2018,Winter     ,557.57,1349,2.419427157
7960,Kerala,Idukki,Rice,2018,Total,676.13,1562,2.310206617
7961,Kerala,Idukki,Rice,2019,Autumn     ,54,103,1.907407407
7962,Kerala,Idukki,Rice,2019,Summer     ,30,73,2.433333333
7963,Kerala,Idukki,Rice,2019,Winter     ,532,1324,2.488721805
7964,Kerala,Idukki,Rice,2019,Total,616,1500,2.435064935
7965,Kerala,Kannur,Rice,2010,Autumn     ,3054.17,6536.193,2.140088142
7966,Kerala,Kannur,Rice,2010,Summer     ,107.51,241.641,2.247614175
7967,Kerala,Kannur,Rice,2010,Winter     ,3176.82,6530.489,2.055668562
7968,Kerala,Kannur,Rice,2010,Total,6338.5,13308.323,2.099601325
7969,Kerala,Kannur,Rice,2011,Autumn     ,2516.78,5093.775,2.023925413
7970,Kerala,Kannur,Rice,2011,Summer     ,95.92,199.377,2.078575897
7971,Kerala,Kannur,Rice,2011,Winter     ,3126.88,6876.57,2.199179374
7972,Kerala,Kannur,Rice,2011,Total,5739.58,12169.722,2.120315772
7973,Kerala,Kannur,Rice,2012,Autumn     ,3618,7926,2.190713101
7974,Kerala,Kannur,Rice,2012,Summer     ,56,101,1.803571429
7975,Kerala,Kannur,Rice,2012,Winter     ,3010,6210,2.063122924
7976,Kerala,Kannur,Rice,2012,Total,6684,14237,2.130011969
